incident_id,call_timestamp,incident_type,severity_level,hazard_type,station,vehicle_id,vehicle_type,latitude,longitude,dispatch_timestamp,arrival_timestamp,cleared_timestamp,distance_km,response_minutes,vehicle_status,is_first_arrival
INC-00320,2025-03-16 02:53:23,Medical Emergency,2,Medical,Station 07,E-04,Engine,31.507463,74.316433,2025-03-16 02:55:58.075799720,2025-03-16 03:05:59.968273837,2025-03-16 04:27:58.080022495,6.69,10.03,Maintenance,False
INC-00263,2025-03-17 01:15:31,Medical Emergency,4,Medical,Station 07,R-03,Rescue,31.517603,74.357486,2025-03-17 01:18:38.500214644,2025-03-17 01:22:42.259368880,2025-03-17 03:46:38.560372252,2.46,4.06,Available,True
INC-00181,2025-03-17 08:27:05,Hazmat,5,Chemical,Station 07,H-02,Hazmat Unit,31.526284,74.3493,2025-03-17 08:30:21.874546418,2025-03-17 08:35:51.357353582,2025-03-17 10:57:38.421928772,5.01,5.49,Available,True
INC-00515,2025-03-17 09:00:40,Medical Emergency,4,Medical,Station 03,E-01,Engine,31.527932,74.384767,2025-03-17 09:01:17.574069484,2025-03-17 09:11:44.793719152,2025-03-17 10:37:54.702625192,5.99,10.45,Dispatched,True
INC-01099,2025-03-17 19:19:06,Medical Emergency,1,Medical,Station 07,E-04,Engine,31.517238,74.28063,2025-03-17 19:22:50.098356582,2025-03-17 19:32:47.196730134,2025-03-17 20:49:06.906096156,5.05,9.95,Available,False
INC-00519,2025-03-17 21:06:08,Vehicle Accident,3,Road Traffic,Station 12,R-03,Rescue,31.467931,74.375779,2025-03-17 21:08:35.690847758,2025-03-17 21:23:03.772549136,2025-03-17 23:00:47.301168710,15.28,14.47,Available,False
INC-00126,2025-03-17 21:09:28,Medical Emergency,4,Medical,Station 12,E-07,Engine,31.478329,74.383737,2025-03-17 21:12:25.603445800,2025-03-17 21:25:49.578610870,2025-03-17 23:36:24.066074734,12.91,13.4,Maintenance,True
INC-00638,2025-03-18 08:38:39,Vehicle Accident,5,Road Traffic,Station 07,E-07,Engine,31.538123,74.306931,2025-03-18 08:42:02.264350026,2025-03-18 08:53:41.891871984,2025-03-18 11:15:29.260501284,10.45,11.66,Dispatched,True
INC-00283,2025-03-18 11:54:40,Medical Emergency,2,Medical,Station 07,E-01,Engine,31.516103,74.342222,2025-03-18 11:57:59.128593064,2025-03-18 12:03:35.115028510,2025-03-18 13:25:31.265143312,3.98,5.6,Available,True
INC-00824,2025-03-18 22:18:25,Medical Emergency,4,Medical,Station 07,E-03,Engine,31.513285,74.305721,2025-03-18 22:21:36.973123966,2025-03-18 22:30:03.200212990,2025-03-19 00:51:05.687626960,5.72,8.44,Available,True
INC-00300,2025-03-19 01:58:28,Medical Emergency,1,Medical,Station 07,R-01,Rescue,31.531731,74.289672,2025-03-19 02:00:02.019464740,2025-03-19 02:06:29.953112140,2025-03-19 02:56:41.229934474,1.94,6.47,Available,True
INC-00755,2025-03-19 14:47:04,Vehicle Accident,4,Road Traffic,Station 12,E-05,Engine,31.526366,74.416103,2025-03-19 14:50:16.060366840,2025-03-19 14:57:43.366187626,2025-03-19 17:12:10.810601554,8.61,7.46,Available,True
INC-00868,2025-03-20 00:54:31,Confined Space,2,Confined Space,Station 07,R-02,Rescue,31.511751,74.310875,2025-03-20 00:55:23.924192296,2025-03-20 01:02:15.302489968,2025-03-20 02:19:00.717594910,6.65,6.86,Available,False
INC-00567,2025-03-20 04:12:30,Hazmat,4,Chemical,Station 21,E-02,Engine,31.578914,74.411929,2025-03-20 04:14:57.014624130,2025-03-20 04:21:55.093430388,2025-03-20 06:12:49.117499106,2.83,6.97,Available,True
INC-00731,2025-03-21 08:01:40,Hazmat,4,Chemical,Station 07,E-03,Engine,31.53032,74.332846,2025-03-21 08:04:40.231905520,2025-03-21 08:12:41.192507440,2025-03-21 10:07:13.978854928,4.8,8.02,Available,False
INC-00177,2025-03-21 22:32:06,Structure Fire,5,Fire,Station 07,R-01,Rescue,31.55489,74.305668,2025-03-21 22:35:41.936771574,2025-03-21 22:46:30.410529504,2025-03-22 00:59:39.689707386,5.56,10.81,Available,False
INC-00174,2025-03-22 00:42:30,Medical Emergency,4,Medical,Station 12,R-04,Rescue,31.461723,74.381566,2025-03-22 00:44:56.232986742,2025-03-22 00:54:26.316161382,2025-03-22 02:36:55.495719870,7.93,9.5,Available,True
INC-00914,2025-03-22 03:51:17,Water Rescue,2,Water,Station 03,W-02,Water Rescue Unit,31.54176,74.390319,2025-03-22 03:54:03.636102926,2025-03-22 04:01:38.837769662,2025-03-22 05:21:06.087118766,7.89,7.59,Dispatched,True
INC-00865,2025-03-22 07:41:45,Vehicle Accident,3,Road Traffic,Station 21,E-02,Engine,31.586734,74.398814,2025-03-22 07:43:14.575008336,2025-03-22 07:50:39.323544678,2025-03-22 09:45:12.817027176,5.14,7.41,Dispatched,True
INC-01066,2025-03-22 11:35:57,High-Rise Rescue,5,High-Rise,Station 07,E-04,Engine,31.556834,74.327523,2025-03-22 11:39:31.850371422,2025-03-22 11:46:14.703049866,2025-03-22 13:40:19.670795010,3.56,6.71,Dispatched,True
INC-00842,2025-03-22 19:58:16,Medical Emergency,4,Medical,Station 12,E-01,Engine,31.495891,74.386082,2025-03-22 20:01:41.050282318,2025-03-22 20:09:57.176170738,2025-03-22 21:56:25.254096790,4.22,8.27,Maintenance,True
INC-00867,2025-03-23 01:09:47,Vehicle Accident,4,Road Traffic,Station 03,R-01,Rescue,31.50041,74.36617,2025-03-23 01:11:53.206236452,2025-03-23 01:21:25.503539564,2025-03-23 03:30:58.383451928,6.96,9.54,Available,True
INC-01042,2025-03-24 04:49:33,Confined Space,3,Confined Space,Station 21,E-02,Engine,31.579958,74.394883,2025-03-24 04:51:10.333499088,2025-03-24 04:56:40.397791188,2025-03-24 06:46:29.360695668,5.34,5.5,Available,True
INC-00297,2025-03-24 05:07:10,Structure Fire,4,Fire,Station 12,E-08,Engine,31.485711,74.352366,2025-03-24 05:10:04.004605522,2025-03-24 05:17:08.019644104,2025-03-24 07:01:41.471042308,2.49,7.07,Dispatched,False
INC-00152,2025-03-24 12:35:44,High-Rise Rescue,5,High-Rise,Station 07,L-03,Ladder,31.536213,74.333592,2025-03-24 12:37:47.800739335,2025-03-24 12:45:13.063822477,2025-03-24 14:44:38.837749957,4.66,7.42,Available,True
INC-00968,2025-03-24 14:13:49,Water Rescue,3,Water,Station 03,R-04,Rescue,31.523897,74.36813,2025-03-24 14:16:05.162496004,2025-03-24 14:32:45.631229878,2025-03-24 16:31:37.334889160,17.78,16.67,Available,True
INC-00631,2025-03-24 19:58:40,Medical Emergency,1,Medical,Station 12,R-01,Rescue,31.476459,74.365911,2025-03-24 20:01:33.216475246,2025-03-24 20:13:13.815959446,2025-03-24 21:12:23.601018874,9.8,11.68,Available,True
INC-00250,2025-03-25 09:32:27,Medical Emergency,2,Medical,Station 07,R-01,Rescue,31.53154,74.350671,2025-03-25 09:35:03.040754520,2025-03-25 09:49:20.320540326,2025-03-25 11:32:56.661750162,14.69,14.29,Available,False
INC-00996,2025-03-25 21:51:43,Medical Emergency,1,Medical,Station 21,R-04,Rescue,31.535669,74.384031,2025-03-25 21:54:02.884995340,2025-03-25 22:03:48.715839160,2025-03-25 23:42:07.896895972,4.8,9.76,Dispatched,True
INC-00444,2025-03-26 02:16:35,Structure Fire,4,Fire,Station 07,L-03,Ladder,31.531141,74.336297,2025-03-26 02:19:02.611419518,2025-03-26 02:26:05.389300826,2025-03-26 03:55:16.066141616,4.04,7.05,Available,False
INC-00091,2025-03-26 06:36:09,Medical Emergency,2,Medical,Station 12,R-04,Rescue,31.492001,74.366686,2025-03-26 06:38:57.743918814,2025-03-26 06:49:31.427820210,2025-03-26 08:20:03.650297292,9.98,10.56,Available,True
INC-00499,2025-03-26 16:02:40,Medical Emergency,2,Medical,Station 12,R-02,Rescue,31.490004,74.357354,2025-03-26 16:05:24.132364642,2025-03-26 16:13:56.532799186,2025-03-26 17:35:52.868600446,7.02,8.54,Available,True
INC-00406,2025-03-26 19:35:41,Water Rescue,5,Water,Station 07,W-02,Water Rescue Unit,31.557968,74.333913,2025-03-26 19:38:40.905523040,2025-03-26 19:55:01.822342082,2025-03-26 21:48:48.578334206,14.78,16.35,Available,True
INC-00588,2025-03-27 01:12:20,Medical Emergency,2,Medical,Station 21,R-01,Rescue,31.553989,74.355812,2025-03-27 01:12:59.795271878,2025-03-27 01:19:14.513787500,2025-03-27 02:20:54.484448684,6.34,6.25,Available,True
INC-00315,2025-03-27 03:15:40,Medical Emergency,5,Medical,Station 12,R-03,Rescue,31.511664,74.351549,2025-03-27 03:17:52.479309394,2025-03-27 03:24:49.069594390,2025-03-27 05:45:54.504536938,5.66,6.94,Available,True
INC-00017,2025-03-27 16:54:12,Medical Emergency,4,Medical,Station 03,E-04,Engine,31.506647,74.347234,2025-03-27 16:55:03.389411268,2025-03-27 17:03:01.209341040,2025-03-27 19:10:52.417883472,4.13,7.96,Available,False
INC-00982,2025-03-28 10:40:10,Vehicle Accident,4,Road Traffic,Station 12,R-02,Rescue,31.508055,74.355996,2025-03-28 10:42:59.246543218,2025-03-28 10:56:13.323897400,2025-03-28 12:45:29.191229955,12.99,13.23,Available,False
INC-00610,2025-03-28 12:14:07,Vehicle Accident,4,Road Traffic,Station 07,R-01,Rescue,31.507415,74.338196,2025-03-28 12:15:28.752457282,2025-03-28 12:20:10.411197484,2025-03-28 14:28:18.883883919,1.96,4.69,Dispatched,False
INC-00335,2025-03-30 02:48:07,Water Rescue,5,Water,Station 03,R-04,Rescue,31.520537,74.370716,2025-03-30 02:49:55.165190584,2025-03-30 02:59:24.001034254,2025-03-30 04:43:53.632992340,7.6,9.48,Available,True
INC-00265,2025-03-30 14:21:49,Structure Fire,4,Fire,Station 07,L-02,Ladder,31.53499,74.34584,2025-03-30 14:23:06.844659940,2025-03-30 14:38:36.025812244,2025-03-30 16:48:43.911609550,17.45,15.49,Available,True
INC-00878,2025-03-30 18:03:36,Medical Emergency,2,Medical,Station 07,E-01,Engine,31.498296,74.339588,2025-03-30 18:07:42.923179530,2025-03-30 18:17:06.817567320,2025-03-30 19:28:53.268340872,6.37,9.4,Available,True
INC-00934,2025-03-30 23:14:01,Medical Emergency,2,Medical,Station 12,E-08,Engine,31.473296,74.359347,2025-03-30 23:15:45.462195046,2025-03-30 23:20:02.903927398,2025-03-31 00:43:38.162847010,3.62,4.29,Available,False
INC-00791,2025-03-31 00:01:24,Medical Emergency,4,Medical,Station 03,R-04,Rescue,31.523128,74.385129,2025-03-31 00:04:22.585333386,2025-03-31 00:11:10.127628810,2025-03-31 02:24:39.997942992,2.75,6.79,Dispatched,True
INC-00669,2025-03-31 04:39:18,Medical Emergency,3,Medical,Station 03,E-02,Engine,31.480545,74.36056,2025-03-31 04:41:04.076819856,2025-03-31 04:49:57.344795778,2025-03-31 07:01:48.367123560,5.25,8.89,Available,True
INC-00279,2025-03-31 12:21:42,Medical Emergency,1,Medical,Station 03,E-03,Engine,31.557538,74.318448,2025-03-31 12:23:29.647926888,2025-03-31 12:30:57.201607956,2025-03-31 13:23:41.175359322,5.49,7.46,Available,True
INC-00423,2025-03-31 14:02:21,Medical Emergency,3,Medical,Station 03,E-04,Engine,31.502745,74.365228,2025-03-31 14:05:55.053688200,2025-03-31 14:20:47.634262896,2025-03-31 16:49:20.326753644,14.5,14.88,Available,True
INC-00858,2025-04-01 14:18:14,Medical Emergency,5,Medical,Station 21,E-05,Engine,31.551875,74.389701,2025-04-01 14:20:47.670012284,2025-04-01 14:29:15.736881998,2025-04-01 16:39:30.719880650,6.17,8.47,Available,True
INC-00941,2025-04-02 06:07:59,Vehicle Accident,4,Road Traffic,Station 07,R-01,Rescue,31.54964,74.322215,2025-04-02 06:10:52.089642920,2025-04-02 06:17:19.648287560,2025-04-02 08:29:37.213301504,5.95,6.46,Available,True
INC-00183,2025-04-02 07:02:19,Vehicle Accident,2,Road Traffic,Station 07,E-05,Engine,31.525215,74.288562,2025-04-02 07:05:04.342330630,2025-04-02 07:11:26.311721518,2025-04-02 08:14:12.139584952,4.92,6.37,Dispatched,False
INC-00583,2025-04-03 05:16:41,Vehicle Accident,4,Road Traffic,Station 03,R-02,Rescue,31.525986,74.339248,2025-04-03 05:17:56.658476918,2025-04-03 05:23:54.448095170,2025-04-03 07:41:19.038735098,3.54,5.96,Available,True
INC-00190,2025-04-03 06:16:19,Vehicle Accident,3,Road Traffic,Station 03,E-01,Engine,31.549109,74.381069,2025-04-03 06:18:34.734167104,2025-04-03 06:27:29.019673306,2025-04-03 08:02:04.181493160,5.23,8.9,Dispatched,False
INC-00395,2025-04-03 09:37:21,Vehicle Accident,4,Road Traffic,Station 03,R-01,Rescue,31.530315,74.33661,2025-04-03 09:39:10.670831052,2025-04-03 09:45:19.985349906,2025-04-03 11:41:06.628439106,3.16,6.16,Available,False
INC-00158,2025-04-03 10:53:24,Medical Emergency,3,Medical,Station 07,E-07,Engine,31.527586,74.357863,2025-04-03 10:56:27.757238316,2025-04-03 11:02:21.579017922,2025-04-03 12:41:27.581119644,3.67,5.9,Available,True
INC-01109,2025-04-03 14:38:02,Medical Emergency,2,Medical,Station 03,E-01,Engine,31.554599,74.391503,2025-04-03 14:41:06.932418014,2025-04-03 14:49:06.721046042,2025-04-03 15:34:53.563134026,4.78,8.0,Available,True
INC-00586,2025-04-06 02:35:16,Vehicle Accident,5,Road Traffic,Station 07,R-04,Rescue,31.518469,74.368625,2025-04-06 02:37:30.427342486,2025-04-06 02:46:59.073360742,2025-04-06 04:59:22.637639164,9.69,9.48,Dispatched,True
INC-01116,2025-04-06 07:24:39,Hazmat,4,Chemical,Station 21,H-02,Hazmat Unit,31.559378,74.379703,2025-04-06 07:27:51.228211878,2025-04-06 07:31:57.674531028,2025-04-06 08:54:08.726040672,2.68,4.11,Available,True
INC-01014,2025-04-06 11:02:32,Water Rescue,2,Water,Station 12,W-01,Water Rescue Unit,31.458869,74.407287,2025-04-06 11:04:18.413867102,2025-04-06 11:10:50.793447001,2025-04-06 11:53:42.100906531,7.3,6.54,Available,True
INC-00710,2025-04-06 18:00:41,Hazmat,4,Chemical,Station 12,R-04,Rescue,31.472693,74.351206,2025-04-06 18:05:12.607556575,2025-04-06 18:20:58.338985147,2025-04-06 20:32:15.009027661,12.89,15.76,Dispatched,True
INC-00220,2025-04-07 03:21:01,Vehicle Accident,3,Road Traffic,Station 07,E-03,Engine,31.497108,74.354581,2025-04-07 03:22:47.399403520,2025-04-07 03:32:23.977294132,2025-04-07 05:30:45.471442252,8.75,9.61,Available,True
INC-00840,2025-04-07 05:49:50,Medical Emergency,1,Medical,Station 12,E-06,Engine,31.513454,74.359368,2025-04-07 05:52:36.200184296,2025-04-07 05:59:42.567312260,2025-04-07 06:29:20.010885422,4.03,7.11,Dispatched,False
INC-00251,2025-04-07 08:08:55,Confined Space,2,Confined Space,Station 21,E-05,Engine,31.561213,74.36667,2025-04-07 08:10:29.573522320,2025-04-07 08:20:07.081747006,2025-04-07 09:36:12.957440728,7.88,9.63,Available,False
INC-00853,2025-04-08 09:36:38,Vehicle Accident,5,Road Traffic,Station 03,E-04,Engine,31.538583,74.35997,2025-04-08 09:38:34.320812888,2025-04-08 09:47:28.342716614,2025-04-08 11:58:18.085871822,5.6,8.9,Available,False
INC-00712,2025-04-08 20:29:21,Medical Emergency,3,Medical,Station 07,E-07,Engine,31.577822,74.332233,2025-04-08 20:31:48.612057024,2025-04-08 20:41:12.144713250,2025-04-08 22:32:31.051060824,6.69,9.39,Available,False
INC-00981,2025-04-09 09:30:24,Vehicle Accident,4,Road Traffic,Station 07,E-03,Engine,31.553551,74.297526,2025-04-09 09:34:26.765971692,2025-04-09 09:42:05.755392486,2025-04-09 10:47:01.647602202,5.73,7.65,Available,True
INC-00464,2025-04-09 10:11:42,Water Rescue,2,Water,Station 03,W-02,Water Rescue Unit,31.539202,74.385787,2025-04-09 10:14:12.186084456,2025-04-09 10:20:44.557865844,2025-04-09 11:21:40.688824524,4.34,6.54,Dispatched,True
INC-00361,2025-04-09 10:53:24,Medical Emergency,3,Medical,Station 07,R-04,Rescue,31.536301,74.332826,2025-04-09 10:57:15.959070210,2025-04-09 11:03:44.645322396,2025-04-09 12:30:11.759426574,5.97,6.48,Dispatched,True
INC-00182,2025-04-09 12:10:17,Hazmat,4,Chemical,Station 12,R-01,Rescue,31.506616,74.38725,2025-04-09 12:13:11.052677756,2025-04-09 12:22:35.477341580,2025-04-09 14:33:55.548067436,8.28,9.41,Dispatched,True
INC-00412,2025-04-09 13:49:59,Medical Emergency,2,Medical,Station 12,E-05,Engine,31.499793,74.349875,2025-04-09 13:52:06.013908944,2025-04-09 14:04:19.283532860,2025-04-09 16:02:03.583940396,11.77,12.22,Available,True
INC-00347,2025-04-09 19:12:06,Water Rescue,4,Water,Station 07,W-01,Water Rescue Unit,31.537062,74.324419,2025-04-09 19:16:21.443883402,2025-04-09 19:26:08.366281302,2025-04-09 21:45:27.768864330,6.6,9.78,Available,True
INC-00093,2025-04-10 08:49:37,Medical Emergency,3,Medical,Station 07,R-03,Rescue,31.532953,74.329401,2025-04-10 08:52:17.184570730,2025-04-10 09:05:19.487328442,2025-04-10 10:37:27.402443602,14.86,13.04,Available,True
INC-00577,2025-04-10 16:04:34,Medical Emergency,1,Medical,Station 12,E-06,Engine,31.493233,74.347207,2025-04-10 16:06:01.746173080,2025-04-10 16:14:06.298745002,2025-04-10 16:50:21.927177364,6.82,8.08,Available,True
INC-00282,2025-04-11 05:02:24,Medical Emergency,2,Medical,Station 03,E-08,Engine,31.516144,74.379319,2025-04-11 05:04:47.509143366,2025-04-11 05:12:35.589538578,2025-04-11 07:00:48.894269328,6.2,7.8,Dispatched,True
INC-00872,2025-04-11 14:54:30,Water Rescue,4,Water,Station 12,W-01,Water Rescue Unit,31.485502,74.372335,2025-04-11 14:57:52.087268040,2025-04-11 15:06:26.485309686,2025-04-11 17:10:59.479027764,5.02,8.57,Available,True
INC-01056,2025-04-11 17:53:54,Medical Emergency,3,Medical,Station 03,E-05,Engine,31.540334,74.349081,2025-04-11 17:55:37.553102694,2025-04-11 18:02:38.710462062,2025-04-11 19:44:08.755670298,2.11,7.02,Available,True
INC-00527,2025-04-13 06:53:10,Hazmat,4,Chemical,Station 03,H-01,Hazmat Unit,31.509073,74.364095,2025-04-13 06:56:25.533050205,2025-04-13 07:04:44.679647433,2025-04-13 09:22:23.010883797,4.07,8.32,Available,True
INC-00552,2025-04-13 10:17:31,Water Rescue,3,Water,Station 21,R-04,Rescue,31.545666,74.379282,2025-04-13 10:19:30.831191596,2025-04-13 10:25:23.493365314,2025-04-13 11:34:22.523088724,3.6,5.88,Maintenance,False
INC-01021,2025-04-14 09:54:05,Vehicle Accident,2,Road Traffic,Station 12,R-04,Rescue,31.47197,74.35785,2025-04-14 09:56:34.597743956,2025-04-14 10:05:02.660563028,2025-04-14 11:30:33.482650315,3.13,8.47,Available,True
INC-00478,2025-04-16 01:49:12,Confined Space,3,Confined Space,Station 12,R-03,Rescue,31.486757,74.392596,2025-04-16 01:50:35.222960124,2025-04-16 01:56:46.679954406,2025-04-16 04:32:32.755581204,4.75,6.19,Available,True
INC-00333,2025-04-16 16:49:42,Medical Emergency,3,Medical,Station 03,E-06,Engine,31.540205,74.380837,2025-04-16 16:51:34.555540044,2025-04-16 16:58:07.504047593,2025-04-16 18:40:12.332628257,7.25,6.55,Dispatched,True
INC-00857,2025-04-16 18:14:42,Vehicle Accident,4,Road Traffic,Station 12,R-02,Rescue,31.490857,74.362927,2025-04-16 18:17:17.095241478,2025-04-16 18:30:57.166961286,2025-04-16 20:23:26.928755442,13.27,13.67,Dispatched,True
INC-00940,2025-04-17 05:57:55,Medical Emergency,2,Medical,Station 07,E-08,Engine,31.538661,74.300517,2025-04-17 05:59:32.175253672,2025-04-17 06:08:47.613166738,2025-04-17 07:01:31.886938984,8.52,9.26,Available,False
INC-00024,2025-04-17 06:05:51,Medical Emergency,3,Medical,Station 07,E-06,Engine,31.511257,74.312128,2025-04-17 06:08:11.293565874,2025-04-17 06:14:34.997344362,2025-04-17 08:32:30.489565242,6.55,6.4,Available,False
INC-00510,2025-04-17 07:34:47,Structure Fire,4,Fire,Station 03,L-03,Ladder,31.521861,74.320634,2025-04-17 07:36:19.104281618,2025-04-17 07:42:28.202409446,2025-04-17 09:30:13.584421550,2.78,6.15,Available,True
INC-00734,2025-04-17 17:45:35,Vehicle Accident,4,Road Traffic,Station 21,E-04,Engine,31.556859,74.37156,2025-04-17 17:48:39.721226612,2025-04-17 17:55:40.020353270,2025-04-17 19:51:59.623860302,3.59,7.0,Available,True
INC-00906,2025-04-18 00:32:46,Medical Emergency,2,Medical,Station 12,E-07,Engine,31.499461,74.39002,2025-04-18 00:34:19.762197772,2025-04-18 00:44:11.242332940,2025-04-18 01:31:44.958811528,12.54,9.86,Available,True
INC-00032,2025-04-18 16:54:08,Medical Emergency,3,Medical,Station 21,E-01,Engine,31.601279,74.358664,2025-04-18 16:56:41.942285414,2025-04-18 17:05:04.396519076,2025-04-18 18:35:22.693774364,8.34,8.37,Dispatched,True
INC-00414,2025-04-19 20:40:34,Medical Emergency,3,Medical,Station 07,R-02,Rescue,31.543542,74.32044,2025-04-19 20:44:06.282896638,2025-04-19 20:57:17.902661902,2025-04-19 22:11:20.862536134,12.12,13.19,Available,False
INC-01114,2025-04-19 23:51:03,Medical Emergency,2,Medical,Station 03,E-07,Engine,31.510115,74.346686,2025-04-19 23:51:33.000000000,2025-04-19 23:56:55.924658526,2025-04-20 01:28:38.714036652,2.42,5.38,Available,False
INC-00957,2025-04-21 14:13:16,Water Rescue,3,Water,Station 03,R-02,Rescue,31.513597,74.339002,2025-04-21 14:16:26.665511560,2025-04-21 14:24:34.160987776,2025-04-21 16:08:37.402198516,7.81,8.12,Dispatched,True
INC-00642,2025-04-21 15:05:56,Confined Space,2,Confined Space,Station 03,R-04,Rescue,31.540383,74.372652,2025-04-21 15:07:09.724227218,2025-04-21 15:13:23.020541540,2025-04-21 17:09:51.157348820,4.7,6.22,Available,False
INC-00800,2025-04-21 23:50:01,Structure Fire,4,Fire,Station 03,E-08,Engine,31.518038,74.360126,2025-04-21 23:51:46.722876754,2025-04-22 00:00:52.837446388,2025-04-22 01:50:18.828821848,6.87,9.1,Available,True
INC-00201,2025-04-22 03:14:43,Vehicle Accident,3,Road Traffic,Station 21,R-01,Rescue,31.542035,74.375918,2025-04-22 03:16:57.347803954,2025-04-22 03:25:21.895418884,2025-04-22 05:32:08.736858268,7.69,8.41,Dispatched,True
INC-00496,2025-04-22 06:21:13,Vehicle Accident,4,Road Traffic,Station 21,E-05,Engine,31.520182,74.376286,2025-04-22 06:25:28.866943924,2025-04-22 06:32:14.659445860,2025-04-22 08:26:35.028634702,3.87,6.76,Available,True
INC-00013,2025-04-22 10:35:19,Vehicle Accident,4,Road Traffic,Station 21,R-04,Rescue,31.532502,74.40512,2025-04-22 10:37:17.036345530,2025-04-22 10:45:49.282691524,2025-04-22 12:50:32.973672568,4.29,8.54,Available,False
INC-00031,2025-04-23 05:19:39,Hazmat,3,Chemical,Station 21,R-03,Rescue,31.549642,74.42772,2025-04-23 05:21:44.266548084,2025-04-23 05:26:59.805693581,2025-04-23 07:13:45.912697949,4.94,5.26,Dispatched,False
INC-00699,2025-04-23 07:11:41,Medical Emergency,1,Medical,Station 03,E-01,Engine,31.498717,74.347523,2025-04-23 07:13:38.272753862,2025-04-23 07:17:34.311671810,2025-04-23 07:58:15.210423116,2.6,3.93,Available,True
INC-00832,2025-04-23 13:44:50,Vehicle Accident,3,Road Traffic,Station 12,E-06,Engine,31.488449,74.384923,2025-04-23 13:47:58.260135788,2025-04-23 13:55:07.292047166,2025-04-23 15:01:14.042717684,3.56,7.15,Available,True
INC-00400,2025-04-23 20:10:36,High-Rise Rescue,3,High-Rise,Station 07,E-03,Engine,31.521231,74.329141,2025-04-23 20:13:26.790898086,2025-04-23 20:24:36.684988494,2025-04-23 21:28:27.876224004,7.99,11.16,Available,False
INC-00028,2025-04-24 05:57:13,Vehicle Accident,2,Road Traffic,Station 07,R-04,Rescue,31.564976,74.323831,2025-04-24 05:59:44.315156668,2025-04-24 06:05:35.715442096,2025-04-24 07:06:07.973686564,2.53,5.86,Dispatched,True
INC-00310,2025-04-24 08:11:52,Water Rescue,3,Water,Station 12,W-01,Water Rescue Unit,31.494763,74.38125,2025-04-24 08:15:21.506300890,2025-04-24 08:22:45.387447190,2025-04-24 10:00:55.381701106,8.02,7.4,Available,True
INC-00653,2025-04-24 09:30:44,Vehicle Accident,4,Road Traffic,Station 21,R-01,Rescue,31.560217,74.399389,2025-04-24 09:33:59.352783721,2025-04-24 09:42:31.974950341,2025-04-24 12:26:12.140793415,3.26,8.54,Available,True
INC-00886,2025-04-24 14:09:09,Vehicle Accident,2,Road Traffic,Station 03,R-02,Rescue,31.517412,74.390972,2025-04-24 14:10:22.986932946,2025-04-24 14:17:57.144223626,2025-04-24 15:30:47.281609200,7.68,7.57,Available,False
INC-00471,2025-04-24 14:23:16,Medical Emergency,3,Medical,Station 12,E-02,Engine,31.487248,74.377859,2025-04-24 14:27:32.130780009,2025-04-24 14:40:26.302413387,2025-04-24 16:00:38.602491831,15.17,12.9,Dispatched,False
INC-00548,2025-04-24 17:45:41,Medical Emergency,3,Medical,Station 03,E-07,Engine,31.507711,74.368678,2025-04-24 17:48:08.259798326,2025-04-24 17:53:39.356521603,2025-04-24 19:37:37.258323529,2.55,5.52,Available,True
INC-00169,2025-04-25 16:41:49,Vehicle Accident,3,Road Traffic,Station 03,R-02,Rescue,31.524293,74.373943,2025-04-25 16:45:20.048804164,2025-04-25 16:49:14.513469334,2025-04-25 18:46:04.308817792,2.66,3.91,Available,True
INC-00839,2025-04-25 20:09:52,Medical Emergency,2,Medical,Station 07,E-07,Engine,31.545396,74.314565,2025-04-25 20:13:00.644631646,2025-04-25 20:22:13.964696536,2025-04-25 21:55:18.597415138,5.71,9.22,Available,False
INC-01081,2025-04-26 19:02:40,Structure Fire,3,Fire,Station 07,L-03,Ladder,31.533495,74.334028,2025-04-26 19:06:46.459899736,2025-04-26 19:20:27.752754490,2025-04-26 20:40:22.819242964,9.5,13.69,Available,True
INC-00426,2025-04-26 20:13:25,High-Rise Rescue,4,High-Rise,Station 07,E-06,Engine,31.494996,74.331888,2025-04-26 20:17:25.706325892,2025-04-26 20:26:25.122146368,2025-04-26 22:11:48.088550296,5.0,8.99,Available,True
INC-00344,2025-04-27 06:57:33,Medical Emergency,4,Medical,Station 07,R-03,Rescue,31.520432,74.326,2025-04-27 07:00:11.881042962,2025-04-27 07:04:40.295867514,2025-04-27 08:38:28.367108604,4.11,4.47,Dispatched,True
INC-00615,2025-04-27 14:35:01,Structure Fire,4,Fire,Station 03,R-02,Rescue,31.5226,74.356599,2025-04-27 14:37:22.576305772,2025-04-27 14:44:43.779836386,2025-04-27 16:46:59.496335986,4.17,7.35,Maintenance,False
INC-00854,2025-04-27 16:05:46,Structure Fire,4,Fire,Station 07,R-02,Rescue,31.513208,74.320192,2025-04-27 16:08:42.481530466,2025-04-27 16:20:12.124466440,2025-04-27 18:10:23.009803918,8.69,11.49,Available,True
INC-00602,2025-04-27 21:39:09,Hazmat,5,Chemical,Station 03,R-04,Rescue,31.531377,74.352485,2025-04-27 21:41:40.807768181,2025-04-27 21:50:27.950334131,2025-04-27 23:53:40.887607679,5.53,8.79,Available,False
INC-01111,2025-04-28 01:42:39,Medical Emergency,1,Medical,Station 12,E-07,Engine,31.443397,74.382298,2025-04-28 01:44:30.202521210,2025-04-28 01:52:38.195197134,2025-04-28 03:10:25.865048736,8.24,8.13,Available,True
